archive_id,old_url,new_url,slug,title,created_at
"238","https://blog.hadream.ltd/index.php/archives/238/","https://lanzhijiang.dev/article/flask-cors-support","flask-cors-support","「教程」WEB服务端(Flask)实现跨域请求(CORS)支持","2023-07-01T14:47:00Z"
"240","https://blog.hadream.ltd/index.php/archives/240/","https://lanzhijiang.dev/article/macos-windows-first-impressions","macos-windows-first-impressions","「报告」MacOS与Windows使用体验上手简单对比","2023-07-13T08:11:00Z"
"248","https://blog.hadream.ltd/index.php/archives/248/","https://lanzhijiang.dev/article/google-io-extended-2023-recap","google-io-extended-2023-recap","「总结」GoogleIOExtended2023线下沙龙总结","2023-07-20T16:08:00Z"
"278","https://blog.hadream.ltd/index.php/archives/278/","https://lanzhijiang.dev/article/python-project-docker-image","python-project-docker-image","「教程」制作Python项目Docker镜像","2023-08-14T12:27:00Z"
"286","https://blog.hadream.ltd/index.php/archives/286/","https://lanzhijiang.dev/article/rust-debug-environment-setup","rust-debug-environment-setup","「教程」配置开发Rust调试Debug环境","2023-08-14T15:22:00Z"
"296","https://blog.hadream.ltd/index.php/archives/296/","https://lanzhijiang.dev/article/becoming-a-disciplined-person","becoming-a-disciplined-person","「总结」成为可怕的自律人","2023-09-05T07:13:00Z"
"299","https://blog.hadream.ltd/index.php/archives/299/","https://lanzhijiang.dev/article/gdufs-course-selection-guide","gdufs-course-selection-guide","「教程」广外选课","2023-09-06T08:42:00Z"
"332","https://blog.hadream.ltd/index.php/archives/332/","https://lanzhijiang.dev/article/windows-enable-smb-service","windows-enable-smb-service","「教程」Windows开启SMB服务","2023-09-23T12:34:00Z"
"333","https://blog.hadream.ltd/index.php/archives/333/","https://lanzhijiang.dev/article/gdufs-advisor-selection-guide","gdufs-advisor-selection-guide","「教程」广外选导师解读","2023-10-20T06:40:00Z"
"340","https://blog.hadream.ltd/index.php/archives/340/","https://lanzhijiang.dev/article/java-programming-language-review","java-programming-language-review","「攻略」Java程序语言设计","2023-12-19T06:40:00Z"
"344","https://blog.hadream.ltd/index.php/archives/344/","https://lanzhijiang.dev/article/management-final-exam-review","management-final-exam-review","「攻略」管理学期末复习资料","2023-12-26T15:51:00Z"
"347","https://blog.hadream.ltd/index.php/archives/347/","https://lanzhijiang.dev/article/academic-english-one-vocabulary-review","academic-english-one-vocabulary-review","「攻略」学术英语(1)词汇总结","2023-12-28T14:01:00Z"
"348","https://blog.hadream.ltd/index.php/archives/348/","https://lanzhijiang.dev/article/academic-english-one-skills-and-knowledge","academic-english-one-skills-and-knowledge","「攻略」学术英语(1)技能与知识","2023-12-28T14:21:00Z"
"349","https://blog.hadream.ltd/index.php/archives/349/","https://lanzhijiang.dev/article/q3-q4-2023-reflection","q3-q4-2023-reflection","2023年第3，4季度反思","2024-01-16T02:18:00Z"
"393","https://blog.hadream.ltd/index.php/archives/393/","https://lanzhijiang.dev/article/how-arc-came-this-far","how-arc-came-this-far","Arc一路是怎么走来的","2024-03-02T15:17:00Z"
"407","https://blog.hadream.ltd/index.php/archives/407/","https://lanzhijiang.dev/article/thoughts-on-product-managers-and-dev-teams","thoughts-on-product-managers-and-dev-teams","关于产品经理以及开发团队的随想","2024-03-15T12:58:00Z"
"410","https://blog.hadream.ltd/index.php/archives/410/","https://lanzhijiang.dev/article/my-view-of-love","my-view-of-love","我的爱情观","2024-03-16T03:36:00Z"
"414","https://blog.hadream.ltd/index.php/archives/414/","https://lanzhijiang.dev/article/comprehensive-english-presentation-reflection","comprehensive-english-presentation-reflection","综英课演讲有感","2024-04-08T02:13:00Z"
"418","https://blog.hadream.ltd/index.php/archives/418/","https://lanzhijiang.dev/article/social-network-analysis-lab-one","social-network-analysis-lab-one","社会网络分析实验一","2024-04-26T09:51:00Z"
"422","https://blog.hadream.ltd/index.php/archives/422/","https://lanzhijiang.dev/article/confession-english-tianyihao-miniprogram","confession-english-tianyihao-miniprogram","表白、综英、天地壹号与小程序","2024-05-03T05:08:00Z"
"427","https://blog.hadream.ltd/index.php/archives/427/","https://lanzhijiang.dev/article/bilibili-2233-mh5-earbuds","bilibili-2233-mh5-earbuds","「纪念」2233-MH5 蓝牙耳机","2024-08-30T07:35:00Z"
"428","https://blog.hadream.ltd/index.php/archives/428/","https://lanzhijiang.dev/article/off-the-planned-track","off-the-planned-track","偏离于既定轨道之外","2024-09-03T13:12:14Z"
"429","https://blog.hadream.ltd/index.php/archives/429/","https://lanzhijiang.dev/article/skipping-linear-algebra-retake-reflection","skipping-linear-algebra-retake-reflection","决定翘掉线性代数考试给我的反思","2024-09-08T13:42:00Z"
"432","https://blog.hadream.ltd/index.php/archives/432/","https://lanzhijiang.dev/article/performative-college-social-practice","performative-college-social-practice","形式主义之大学生的社会实践","2024-10-13T04:17:56Z"
"438","https://blog.hadream.ltd/index.php/archives/438/","https://lanzhijiang.dev/article/company-contract-signing-sop","company-contract-signing-sop","如何签署合同（公司）","2024-10-29T09:37:00Z"
"440","https://blog.hadream.ltd/index.php/archives/440/","https://lanzhijiang.dev/article/private-python-package-hosting","private-python-package-hosting","开发并私有托管自己的Python包","2024-11-04T15:37:00Z"
"444","https://blog.hadream.ltd/index.php/archives/444/","https://lanzhijiang.dev/article/uniapp-wechat-custom-tabbar","uniapp-wechat-custom-tabbar","问题解决：uniapp在微信小程序自定义TabBar","2024-11-20T10:22:32Z"
"445","https://blog.hadream.ltd/index.php/archives/445/","https://lanzhijiang.dev/article/scss-vue-style-management","scss-vue-style-management","经验：基于SCSS与Vue的样式管理二三事","2024-11-22T03:23:00Z"
"449","https://blog.hadream.ltd/index.php/archives/449/","https://lanzhijiang.dev/article/offline-signage-advertising-notes","offline-signage-advertising-notes","「经验」线下投放立牌广告","2024-12-19T13:50:15Z"
"451","https://blog.hadream.ltd/index.php/archives/451/","https://lanzhijiang.dev/article/key-based-ssh-auth","key-based-ssh-auth","密钥认证SSH","2025-05-28T11:23:00Z"
